player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,club_name,market_value_eur,match_id,match_date,stadium,city,opponent_team,tournament_stage,match_result,goals_team,goals_opponent,minutes_played,goals,assists,shots,shots_on_target,expected_goals_xg,expected_assists_xa,key_passes,successful_passes,total_passes,pass_accuracy,dribbles_attempted,successful_dribbles,crosses,successful_crosses,tackles,interceptions,clearances,blocks,aerial_duels_won,aerial_duels_lost,recoveries,defensive_actions,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,save_percentage,punches,clean_sheet,goals_conceded,penalty_saves,distance_covered_km,sprint_distance_km,top_speed_kmh,accelerations,decelerations,stamina_score,player_rating,performance_score,offensive_contribution,defensive_contribution,possession_impact,pressure_resistance,creativity_score,consistency_score,clutch_performance_score,total_goals_tournament,total_assists_tournament,total_minutes_tournament,player_of_match_awards,tournament_rating,goal_contribution_rate,work_rate_intensity,passing_efficiency,position_encoded,preferred_foot_Right
P00069,Ferran Cubarsi,24.0,Spanish,Spain,17.0,Midfielder,181.0,81.0,Manchester City,16807939.0,M00001,2026-07-10,Hard Rock Stadium,Miami,South Africa,Group Stage,W,1.0,0.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,59.0,0.79,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.8,30.9,15.0,15.0,99.0,6.4,65.2,66.6,39.9,6.6,43.9,99.0,77.6,76.9,1.0,2.0,403.0,0.0,5.8,0.0,14.7,0.0158,3,False
P00071,Marco Mikel,18.0,Spanish,Spain,19.0,Midfielder,183.0,70.0,Liverpool,41434814.0,M00001,2026-07-10,Hard Rock Stadium,Miami,South Africa,Group Stage,W,1.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,0.01,1.0,18.0,20.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.3,31.3,5.0,7.0,78.4,6.6,66.7,53.1,54.0,2.7,75.4,60.9,79.9,63.2,0.0,2.0,391.0,0.0,7.4,0.0,4.65,0.018000000000000002,3,True
P00076,Alvaro Gavi,28.0,Spanish,Spain,24.0,Forward,183.0,75.0,PSV Eindhoven,13496935.0,M00001,2026-07-10,Hard Rock Stadium,Miami,South Africa,Group Stage,W,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.04,0.06,1.0,10.0,12.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.3,34.3,6.0,6.0,74.8,6.2,62.3,75.4,40.5,1.8,58.0,77.3,66.9,56.8,5.0,0.0,266.0,0.0,5.8,0.0,2.55,0.0178,1,True
P00067,Rodri Alonso,25.0,Spanish,Spain,15.0,Midfielder,183.0,78.0,RB Salzburg,9912074.0,M00001,2026-07-10,Hard Rock Stadium,Miami,South Africa,Group Stage,W,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,26.0,0.8,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.4,32.5,7.0,3.0,75.0,7.1,69.8,36.1,54.4,3.4,52.6,43.6,50.1,77.1,3.0,1.0,404.0,0.0,6.6,0.0,3.7,0.024,3,True
P01225,Lyle Mvala,38.0,South African,South Africa,3.0,Goalkeeper,190.0,82.0,TP Mazembe,1803794.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.65,0.0,0.0,1.0,0.0,6.3,0.6,29.9,11.0,22.0,89.3,6.8,64.9,6.5,57.0,1.1,60.8,30.2,43.4,58.3,0.0,0.0,464.0,0.0,6.6,0.0,7.199999999999999,0.0069,2,True
P01241,Sphephelo Mbatha,27.0,South African,South Africa,19.0,Midfielder,178.0,76.0,Club Africain,22197366.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,61.0,67.0,0.92,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.8,34.7,23.0,35.0,83.8,7.4,76.8,59.3,56.2,11.6,52.0,55.6,72.1,46.2,0.0,0.0,427.0,0.0,7.3,0.0,15.100000000000001,0.0276,3,True
P01243,Percy Mkhize,24.0,South African,South Africa,21.0,Forward,187.0,75.0,Club Africain,10066009.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,90.0,0.0,0.0,4.0,1.0,0.0,0.02,0.0,13.0,17.0,0.77,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.8,33.8,27.0,15.0,78.6,5.5,56.5,49.7,10.9,1.9,36.9,46.7,40.5,45.5,1.0,0.0,224.0,0.0,5.2,0.0,9.8,0.0077,1,False
P01240,Mothobi Xoki,25.0,South African,South Africa,18.0,Midfielder,185.0,79.0,Raja Casablanca,3313516.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,72.0,0.0,0.0,2.0,0.0,0.0,0.1,1.0,33.0,40.0,0.84,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.7,34.7,13.0,19.0,99.0,6.2,62.0,49.5,51.2,4.2,43.3,33.0,51.7,53.4,1.0,0.0,460.0,0.0,6.6,0.0,7.85,0.0168,3,True
P01228,Lyle Makgopa,27.0,South African,South Africa,6.0,Defender,181.0,72.0,JS Kabylie,15167829.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,51.0,0.86,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,6.0,3.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.8,33.3,28.0,28.0,99.0,6.5,64.3,34.1,71.8,9.2,65.0,24.3,75.5,70.1,1.0,0.0,253.0,1.0,6.0,0.9999900000999989,10.399999999999999,0.0172,0,True
P01239,Ronwen Mkhize,26.0,South African,South Africa,17.0,Midfielder,183.0,74.0,ES Tunis,56794189.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,87.0,1.0,0.0,1.0,0.0,0.05,0.0,3.0,72.0,86.0,0.84,3.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1.3,33.3,20.0,23.0,99.0,6.3,62.7,85.6,67.4,15.3,99.0,68.7,99.0,50.2,1.0,0.0,279.0,0.0,6.7,1.0344720571856154,13.45,0.0336,3,True
P01247,Ronwen Mokoena,23.0,South African,South Africa,25.0,Forward,169.0,69.0,Al Ahly,10986060.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,82.0,0.0,0.0,3.0,1.0,0.0,0.07,1.0,14.0,18.0,0.79,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.7,31.8,27.0,18.0,91.3,7.4,75.7,48.5,18.9,2.3,37.7,41.2,48.9,54.5,2.0,1.0,351.0,0.0,7.5,0.0,9.25,0.0158,1,True
P01229,Teboho Maela,24.0,South African,South Africa,7.0,Defender,179.0,76.0,Kaizer Chiefs,11936472.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,48.0,0.87,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.8,29.5,17.0,22.0,84.1,6.4,57.9,40.2,77.4,9.4,63.0,22.8,70.0,53.3,0.0,0.0,203.0,0.0,6.2,0.0,8.600000000000001,0.0174,0,False
P01244,Themba Xoki,24.0,South African,South Africa,22.0,Forward,178.0,75.0,TP Mazembe,7907726.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,72.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,25.0,35.0,0.74,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.7,29.9,21.0,20.0,83.9,7.2,70.8,78.6,16.6,8.3,89.0,76.9,99.0,36.8,1.0,0.0,123.0,0.0,7.3,0.0,8.05,0.0148,1,True
P01233,Luther Maboe,22.0,South African,South Africa,11.0,Defender,190.0,81.0,Al Ahly,10904101.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,46.0,0.92,0.0,0.0,1.0,0.0,6.0,4.0,6.0,3.0,0.0,1.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.8,30.5,16.0,18.0,79.0,7.2,74.2,47.2,56.9,7.7,72.5,21.7,75.6,68.6,0.0,1.0,331.0,0.0,6.8,0.0,10.3,0.0184,0,True
P01238,Teboho Billiat,26.0,South African,South Africa,16.0,Midfielder,186.0,79.0,Gor Mahia,11171377.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,76.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,44.0,48.0,0.92,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1.2,33.0,14.0,30.0,99.0,5.8,56.6,46.8,64.2,6.8,46.1,80.8,71.5,78.9,0.0,1.0,200.0,0.0,5.7,1.1841965029361494,10.0,0.0184,3,True
P01246,Teboho Zwane,26.0,South African,South Africa,24.0,Forward,169.0,72.0,Club Africain,18839767.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,9.0,12.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.3,32.1,4.0,7.0,82.3,5.7,60.9,69.2,18.3,1.0,64.4,68.4,70.3,67.2,0.0,0.0,178.0,0.0,5.8,0.0,2.8499999999999996,0.0083,1,True
P01226,Percy Williams,25.0,South African,South Africa,4.0,Defender,172.0,73.0,Orlando Pirates,3827050.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,15.0,0.83,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.3,31.4,13.0,7.0,99.0,5.3,54.9,23.9,55.1,2.7,41.2,33.8,57.4,56.3,0.0,0.0,463.0,0.0,5.5,0.0,3.8499999999999996,0.0249,0,True
P01227,Themba Sithole,29.0,South African,South Africa,5.0,Defender,184.0,77.0,ASEC Mimosas,23381618.0,M00001,2026-07-10,Hard Rock Stadium,Miami,Spain,Group Stage,L,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,18.0,24.0,0.79,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.5,32.3,8.0,10.0,93.3,6.8,67.3,62.7,98.7,3.9,79.8,42.8,99.0,57.6,0.0,0.0,499.0,0.0,6.9,0.0,5.05,0.0079,0,True
P00626,Gianluca Advincula,25.0,Peruvian,Peru,2.0,Goalkeeper,195.0,77.0,Gremio,2234659.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,18.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.94,0.0,0.0,1.0,0.0,6.2,0.7,26.0,18.0,21.0,65.6,6.0,65.1,5.9,46.0,1.6,34.0,16.6,44.6,67.5,0.0,0.0,160.0,0.0,5.9,0.0,7.25,0.0222,2,True
P00635,Sergio Lora,22.0,Peruvian,Peru,11.0,Defender,187.0,79.0,Colo-Colo,7568023.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,39.0,0.84,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,5.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.6,31.0,21.0,13.0,93.4,6.9,75.1,33.4,74.2,6.7,80.7,40.7,63.1,49.0,0.0,0.0,241.0,0.0,7.0,0.0,8.1,0.0168,0,True
P00650,Christian Cueva,26.0,Peruvian,Peru,26.0,Forward,175.0,72.0,River Plate,14334409.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,90.0,1.0,0.0,4.0,1.0,0.0,0.19,3.0,22.0,27.0,0.84,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.9,28.8,17.0,29.0,99.0,6.0,57.1,54.7,38.6,8.0,83.8,53.3,68.7,50.6,5.0,2.0,480.0,1.0,6.1,0.9999900000999989,8.95,0.0336,1,True
P00629,Gianluca Tapia,23.0,Peruvian,Peru,5.0,Defender,189.0,75.0,Santos,3718377.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,0.81,1.0,0.0,4.0,1.0,0.0,4.0,2.0,1.0,4.0,4.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.9,33.2,28.0,26.0,82.1,7.1,71.1,22.4,36.6,3.9,49.1,26.2,42.0,68.7,1.0,0.0,341.0,0.0,7.4,0.0,11.25,0.008100000000000001,0,False
P00638,Gianluca Peña,29.0,Peruvian,Peru,14.0,Midfielder,173.0,73.0,Universidad de Chile,146864940.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,65.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,55.0,67.0,0.83,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.8,34.0,19.0,14.0,99.0,7.4,75.2,99.0,85.0,12.7,89.3,75.6,99.0,57.8,1.0,0.0,190.0,0.0,7.5,1.3845962132832008,8.100000000000001,0.0249,3,True
P00633,Christian Valera,28.0,Peruvian,Peru,9.0,Defender,190.0,81.0,Flamengo,1457590.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,26.0,0.95,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.1,35.9,22.0,20.0,77.4,6.5,65.7,24.6,49.4,2.5,52.2,5.0,46.0,72.0,0.0,0.0,88.0,0.0,6.6,0.0,9.75,0.019,0,True
P00636,Alexander Hohberg,27.0,Peruvian,Peru,12.0,Defender,179.0,79.0,LDU Quito,5750956.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,51.0,0.85,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.9,29.1,25.0,16.0,79.8,6.7,72.9,43.6,68.4,5.9,48.7,15.2,67.0,74.8,0.0,0.0,181.0,0.0,6.5,0.0,8.25,0.017,0,False
P00632,André Yotun,27.0,Peruvian,Peru,8.0,Defender,188.0,81.0,Millonarios,16057761.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,51.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,0.88,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.7,30.6,17.0,7.0,89.9,5.4,54.3,41.6,73.2,3.4,73.5,32.0,79.0,72.9,0.0,1.0,254.0,0.0,5.1,0.0,6.1499999999999995,0.0088,0,True
P00639,Pedro Garcia,29.0,Peruvian,Peru,15.0,Midfielder,182.0,76.0,Universidad de Chile,6071428.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.07,2.0,25.0,31.0,0.82,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.2,31.8,15.0,16.0,79.4,5.7,56.1,45.8,31.7,3.6,35.4,43.9,56.8,64.7,0.0,0.0,127.0,0.0,5.4,0.0,9.899999999999999,0.024599999999999997,3,True
P00630,Pedro Callens,29.0,Peruvian,Peru,6.0,Defender,191.0,79.0,Barcelona SC,1301709.0,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,0.8,0.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.1,35.5,17.0,19.0,94.5,6.1,69.9,18.4,48.5,1.9,34.7,34.2,41.1,46.4,0.0,0.0,333.0,0.0,5.9,0.0,10.55,0.008,0,True
